repo_court_code,s3_court_code,repo_court_name,portal_high_court_code,portal_high_court_name,portal_bench_code,portal_bench_name,case_type_option_value,case_type_option_raw,case_type_option_label,title_prefix_candidate,case_type_description_candidate
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,90,A227(MATTERS UNDER ARTICLE 227)-90,A227(MATTERS UNDER ARTICLE 227),A227,MATTERS UNDER ARTICLE 227
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,106,A228(MATTERS UNDER ARTICLE 228)-106,A228(MATTERS UNDER ARTICLE 228),A228,MATTERS UNDER ARTICLE 228
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,123,A340(Crl. Misc. APPLICATION U/s 340 Cr.P.C.)-123,A340(Crl. Misc. APPLICATION U/s 340 Cr.P.C.),A340,Crl. Misc. APPLICATION U/s 340 Cr.P.C.
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,102,A372(CRL. MISC. APPLICATION U/S 372)-102,A372(CRL. MISC. APPLICATION U/S 372),A372,CRL. MISC. APPLICATION U/S 372
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,103,A372D(CRL. MISC. APPLICATION U/S 372 DEFECTIVE)-103,A372D(CRL. MISC. APPLICATION U/S 372 DEFECTIVE),A372D,CRL. MISC. APPLICATION U/S 372 DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,15,A378(CRL. MISC. APPLICATION U/S 378)-15,A378(CRL. MISC. APPLICATION U/S 378),A378,CRL. MISC. APPLICATION U/S 378
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,38,A378D(CRL. MISC. APPLICATION U/s 378 DEFECTIVE)-38,A378D(CRL. MISC. APPLICATION U/s 378 DEFECTIVE),A378D,CRL. MISC. APPLICATION U/s 378 DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,112,A389(Crl. Misc. Application U/s 389(2))-112,A389(Crl. Misc. Application U/s 389(2)),A389,Crl. Misc. Application U/s 389(2)
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,17,A482(APPLICATION U/s 482)-17,A482(APPLICATION U/s 482),A482,APPLICATION U/s 482
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,121,A483(APPLICATION U/s 483)-121,A483(APPLICATION U/s 483),A483,APPLICATION U/s 483
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,127,ABAIL(CRIMINAL MISC ANTICIPATORY BAIL APPLICATION U/S 438 Cr.P.C.)-127,ABAIL(CRIMINAL MISC ANTICIPATORY BAIL APPLICATION U/S 438 Cr.P.C.),ABAIL,CRIMINAL MISC ANTICIPATORY BAIL APPLICATION U/S 438 Cr.P.C.
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,137,ABAILC(CRIMINAL MISC ANTICIPATORY BAIL CANCELLATION APPLICATION)-137,ABAILC(CRIMINAL MISC ANTICIPATORY BAIL CANCELLATION APPLICATION),ABAILC,CRIMINAL MISC ANTICIPATORY BAIL CANCELLATION APPLICATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,50,AMAL(AMALGAMATION ORDER)-50,AMAL(AMALGAMATION ORDER),AMAL,AMALGAMATION ORDER
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,89,APPL(APPL.)-89,APPL(APPL.),APPL,APPL.
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,40,ARBT(CIVIL MISC. ARBITRATION APPLICATION)-40,ARBT(CIVIL MISC. ARBITRATION APPLICATION),ARBT,CIVIL MISC. ARBITRATION APPLICATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,41,ARCO(ARBITRATION and CONCILI. APPL.U/s11(4))-41,ARCO(ARBITRATION and CONCILI. APPL.U/s11(4)),ARCO,ARBITRATION and CONCILI. APPL.U/s11(4)
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,124,ARPL(APPEAL UNDER SECTION 37 OF ARBITRATION AND CONCILIATION ACT 1996)-124,ARPL(APPEAL UNDER SECTION 37 OF ARBITRATION AND CONCILIATION ACT 1996),ARPL,APPEAL UNDER SECTION 37 OF ARBITRATION AND CONCILIATION ACT 1996
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,126,ARPLD(APPEAL UNDER SECTION 37 OF ARBITRATION AND CONCILIATION ACT 1996 DEFECTIVE)-126,ARPLD(APPEAL UNDER SECTION 37 OF ARBITRATION AND CONCILIATION ACT 1996 DEFECTIVE),ARPLD,APPEAL UNDER SECTION 37 OF ARBITRATION AND CONCILIATION ACT 1996 DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,16,BAIL(CRIMINAL MISC. BAIL APPLICATION)-16,BAIL(CRIMINAL MISC. BAIL APPLICATION),BAIL,CRIMINAL MISC. BAIL APPLICATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,107,BAILC(CRIMINAL MISC. BAIL CANCELLATION APPL.)-107,BAILC(CRIMINAL MISC. BAIL CANCELLATION APPL.),BAILC,CRIMINAL MISC. BAIL CANCELLATION APPL.
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,151,C14A1(Appeal against acquittal in SC/ST Act)-151,C14A1(Appeal against acquittal in SC/ST Act),C14A1,Appeal against acquittal in SC/ST Act
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,152,C14A1D(Appeal against acquittal in SC/ST Act defective)-152,C14A1D(Appeal against acquittal in SC/ST Act defective),C14A1D,Appeal against acquittal in SC/ST Act defective
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,100,C372(CRIMINAL APPEAL U/S 372 Cr.PC.)-100,C372(CRIMINAL APPEAL U/S 372 Cr.PC.),C372,CRIMINAL APPEAL U/S 372 Cr.PC.
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,101,C372D(CRIMINAL APPEAL U/S 372 Cr.PC DEFECTIVE)-101,C372D(CRIMINAL APPEAL U/S 372 Cr.PC DEFECTIVE),C372D,CRIMINAL APPEAL U/S 372 Cr.PC DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,108,C378(CRIMINAL APPEAL U/S 378 CR.PC.)-108,C378(CRIMINAL APPEAL U/S 378 CR.PC.),C378,CRIMINAL APPEAL U/S 378 CR.PC.
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,109,C378D(CRIMINAL APPEAL U/S 378 Cr.PC DEFECTIVE)-109,C378D(CRIMINAL APPEAL U/S 378 Cr.PC DEFECTIVE),C378D,CRIMINAL APPEAL U/S 378 Cr.PC DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,18,CAPL(CONTEMPT APPLICATION (CIVIL))-18,CAPL(CONTEMPT APPLICATION (CIVIL)),CAPL,CONTEMPT APPLICATION (CIVIL)
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,51,CAPT(CAPITAL CASES)-51,CAPT(CAPITAL CASES),CAPT,CAPITAL CASES
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,83,CAPTD(CAPITAL CASE DEFECTIVE)-83,CAPTD(CAPITAL CASE DEFECTIVE),CAPTD,CAPITAL CASE DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,65,CEAP(CENTRAL EXCISE REFERENCE APPLICATION)-65,CEAP(CENTRAL EXCISE REFERENCE APPLICATION),CEAP,CENTRAL EXCISE REFERENCE APPLICATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,66,CEAPD(CENTRAL EXCISE REFERENCE APPL. DEFECTIVE)-66,CEAPD(CENTRAL EXCISE REFERENCE APPL. DEFECTIVE),CEAPD,CENTRAL EXCISE REFERENCE APPL. DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,84,CERA(CENTRAL EXCISE REFERENCE APPLICATION)-84,CERA(CENTRAL EXCISE REFERENCE APPLICATION),CERA,CENTRAL EXCISE REFERENCE APPLICATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,104,CERAD(CENTRAL EXCISE REFERENCE APPL. DEFECTIVE)-104,CERAD(CENTRAL EXCISE REFERENCE APPL. DEFECTIVE),CERAD,CENTRAL EXCISE REFERENCE APPL. DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,59,CERE(CENTRAL EXCISE REFERENCE)-59,CERE(CENTRAL EXCISE REFERENCE),CERE,CENTRAL EXCISE REFERENCE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,60,CERED(CENTRAL EXCESE REFERENCE DEFECTIVE)-60,CERED(CENTRAL EXCESE REFERENCE DEFECTIVE),CERED,CENTRAL EXCESE REFERENCE DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,74,CEXA(CENTRAL EXCISE APPEAL)-74,CEXA(CENTRAL EXCISE APPEAL),CEXA,CENTRAL EXCISE APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,75,CEXAD(CENTRAL EXCISE APPEAL DEFECTIVE)-75,CEXAD(CENTRAL EXCISE APPEAL DEFECTIVE),CEXAD,CENTRAL EXCISE APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,999,CIVIL12(ALL CIVIL TYPE)-999,CIVIL12(ALL CIVIL TYPE),CIVIL12,ALL CIVIL TYPE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,6,CLRE(CIVIL REVISION)-6,CLRE(CIVIL REVISION),CLRE,CIVIL REVISION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,37,CLRED(CIVIL REVISION DEFECTIVE)-37,CLRED(CIVIL REVISION DEFECTIVE),CLRED,CIVIL REVISION DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,131,CMRA(CIVIL MISC REVIEW APPLICATION)-131,CMRA(CIVIL MISC REVIEW APPLICATION),CMRA,CIVIL MISC REVIEW APPLICATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,133,CMRAD(CIVIL MISC REVIEW APPLICATION DEFECTIVE)-133,CMRAD(CIVIL MISC REVIEW APPLICATION DEFECTIVE),CMRAD,CIVIL MISC REVIEW APPLICATION DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,69,COMA(COMPANY APPEAL)-69,COMA(COMPANY APPEAL),COMA,COMPANY APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,80,COMAD(COMPANY APPEAL DEFECTIVE)-80,COMAD(COMPANY APPEAL DEFECTIVE),COMAD,COMPANY APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,11,COMP(COMPANY APPLICATION)-11,COMP(COMPANY APPLICATION),COMP,COMPANY APPLICATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,32,CONA(CONTEMPT APPEAL)-32,CONA(CONTEMPT APPEAL),CONA,CONTEMPT APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,55,CONAD(CONTEMPT APPEAL DEFECTIVE)-55,CONAD(CONTEMPT APPEAL DEFECTIVE),CONAD,CONTEMPT APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,153,COPL(Commercial Appeal)-153,COPL(Commercial Appeal),COPL,Commercial Appeal
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,154,COPLD(Commercial Appeal Defective)-154,COPLD(Commercial Appeal Defective),COPLD,Commercial Appeal Defective
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,26,COPP(COMPANY PETITION)-26,COPP(COMPANY PETITION),COPP,COMPANY PETITION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,29,COSU(COMPANY ORIGINAL SUIT)-29,COSU(COMPANY ORIGINAL SUIT),COSU,COMPANY ORIGINAL SUIT
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,28,CRCL(CONTEMPT APPLICATION (CRIMINAL))-28,CRCL(CONTEMPT APPLICATION (CRIMINAL)),CRCL,CONTEMPT APPLICATION (CRIMINAL)
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,98,CREF(CRIMINAL REFERENCE)-98,CREF(CRIMINAL REFERENCE),CREF,CRIMINAL REFERENCE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,99,CREFD(CRIMINAL REFERENCE DEFECTIVE)-99,CREFD(CRIMINAL REFERENCE DEFECTIVE),CREFD,CRIMINAL REFERENCE DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,136,CRIMINAL(All CRIMINAL Type)-136,CRIMINAL(All CRIMINAL Type),CRIMINAL,All CRIMINAL Type
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,13,CRLA(CRIMINAL APPEAL)-13,CRLA(CRIMINAL APPEAL),CRLA,CRIMINAL APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,35,CRLAD(CRIMINAL APPEAL DEFECTIVE)-35,CRLAD(CRIMINAL APPEAL DEFECTIVE),CRLAD,CRIMINAL APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,30,CRLP(CRIMINAL MISC. WRIT PETITION)-30,CRLP(CRIMINAL MISC. WRIT PETITION),CRLP,CRIMINAL MISC. WRIT PETITION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,14,CRLR(CRIMINAL REVISION)-14,CRLR(CRIMINAL REVISION),CRLR,CRIMINAL REVISION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,36,CRLRD(CRIMINAL REVISION DEFECTIVE)-36,CRLRD(CRIMINAL REVISION DEFECTIVE),CRLRD,CRIMINAL REVISION DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,119,CROB(CROSS OBJECTION)-119,CROB(CROSS OBJECTION),CROB,CROSS OBJECTION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,105,CRPIL(CRIMINAL WRIT-PUBLIC INTEREST LITIGATION)-105,CRPIL(CRIMINAL WRIT-PUBLIC INTEREST LITIGATION),CRPIL,CRIMINAL WRIT-PUBLIC INTEREST LITIGATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,130,CRRA(CRIMINAL MISC REVIEW APPLICATION)-130,CRRA(CRIMINAL MISC REVIEW APPLICATION),CRRA,CRIMINAL MISC REVIEW APPLICATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,132,CRRAD(CRIMINAL MISC REVIEW APPLICATION DEFECTIVE)-132,CRRAD(CRIMINAL MISC REVIEW APPLICATION DEFECTIVE),CRRAD,CRIMINAL MISC REVIEW APPLICATION DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,94,CUSA(CUSTOMS APPEAL)-94,CUSA(CUSTOMS APPEAL),CUSA,CUSTOMS APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,95,CUSAD(CUSTOM APPEAL DEFECTIVE)-95,CUSAD(CUSTOM APPEAL DEFECTIVE),CUSAD,CUSTOM APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,115,DUMMYC(DUMMY CIVIL)-115,DUMMYC(DUMMY CIVIL),DUMMYC,DUMMY CIVIL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,116,DUMMYCR(DUMMY CRIMINAL)-116,DUMMYCR(DUMMY CRIMINAL),DUMMYCR,DUMMY CRIMINAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,76,EAPL(ESTATE DUTY APPEAL)-76,EAPL(ESTATE DUTY APPEAL),EAPL,ESTATE DUTY APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,77,EAPLD(ESTATE DUTY APPEAL DEFECTIVE)-77,EAPLD(ESTATE DUTY APPEAL DEFECTIVE),EAPLD,ESTATE DUTY APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,33,ECASE(EXECUTION CASE)-33,ECASE(EXECUTION CASE),ECASE,EXECUTION CASE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,44,EDAP(ESTATE DUTY APPLICATION)-44,EDAP(ESTATE DUTY APPLICATION),EDAP,ESTATE DUTY APPLICATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,67,EDAPD(ESTATE DUTY REFERENCE APPL. DEFECTIVE)-67,EDAPD(ESTATE DUTY REFERENCE APPL. DEFECTIVE),EDAPD,ESTATE DUTY REFERENCE APPL. DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,46,EDRE(ESTATE DUTY REFERENCE)-46,EDRE(ESTATE DUTY REFERENCE),EDRE,ESTATE DUTY REFERENCE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,61,EDRED(ESTATE DUTY REFERENCE DEFECTIVE)-61,EDRED(ESTATE DUTY REFERENCE DEFECTIVE),EDRED,ESTATE DUTY REFERENCE DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,134,EFAPL(EQUATION FIRST APPEAL)-134,EFAPL(EQUATION FIRST APPEAL),EFAPL,EQUATION FIRST APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,135,EFAPLD(EQUATION FIRST APPEAL DEFECTIVE)-135,EFAPLD(EQUATION FIRST APPEAL DEFECTIVE),EFAPLD,EQUATION FIRST APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,27,ELEP(ELECTION PETITION)-27,ELEP(ELECTION PETITION),ELEP,ELECTION PETITION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,3,FAFO(FIRST APPEAL FROM ORDER)-3,FAFO(FIRST APPEAL FROM ORDER),FAFO,FIRST APPEAL FROM ORDER
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,25,FAFOD(FIRST APPEAL FROM ORDER DEFECTIVE)-25,FAFOD(FIRST APPEAL FROM ORDER DEFECTIVE),FAFOD,FIRST APPEAL FROM ORDER DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,1,FAPL(FIRST APPEAL)-1,FAPL(FIRST APPEAL),FAPL,FIRST APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,23,FAPLD(FIRST APPEAL DEFECTIVE)-23,FAPLD(FIRST APPEAL DEFECTIVE),FAPLD,FIRST APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,96,FEXA(FOREIGN EXCHANGE APPEAL)-96,FEXA(FOREIGN EXCHANGE APPEAL),FEXA,FOREIGN EXCHANGE APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,97,FEXAD(FOREIGN EXCHANGE APPEAL DEFECTIVE)-97,FEXAD(FOREIGN EXCHANGE APPEAL DEFECTIVE),FEXAD,FOREIGN EXCHANGE APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,78,GAPL(GIFT TAX APPEAL)-78,GAPL(GIFT TAX APPEAL),GAPL,GIFT TAX APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,79,GAPLD(GIFT TAX APPEAL DEFECTIVE)-79,GAPLD(GIFT TAX APPEAL DEFECTIVE),GAPLD,GIFT TAX APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,81,GOVA(GOVERNMENT APPEAL)-81,GOVA(GOVERNMENT APPEAL),GOVA,GOVERNMENT APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,82,GOVAD(GOVERNMENT APPEAL DEFECTIVE)-82,GOVAD(GOVERNMENT APPEAL DEFECTIVE),GOVAD,GOVERNMENT APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,128,GSTAL(GOODS AND SERVICE TAX APPEAL)-128,GSTAL(GOODS AND SERVICE TAX APPEAL),GSTAL,GOODS AND SERVICE TAX APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,129,GSTALD(GOODS AND SERVICE TAX APPEAL DEFECTIVE)-129,GSTALD(GOODS AND SERVICE TAX APPEAL DEFECTIVE),GSTALD,GOODS AND SERVICE TAX APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,57,GTAP(GIFT TAX APPLICATION)-57,GTAP(GIFT TAX APPLICATION),GTAP,GIFT TAX APPLICATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,68,GTAPD(GIFT TAX REFERENCE APPL. DEFECTIVE)-68,GTAPD(GIFT TAX REFERENCE APPL. DEFECTIVE),GTAPD,GIFT TAX REFERENCE APPL. DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,53,GTRE(GIFT TAX REFERENCE)-53,GTRE(GIFT TAX REFERENCE),GTRE,GIFT TAX REFERENCE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,63,GTRED(GIFT TAX REFERENCE DEFECTIVE)-63,GTRED(GIFT TAX REFERENCE DEFECTIVE),GTRED,GIFT TAX REFERENCE DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,88,HABC(HABEAS CORPUS WRIT PETITION)-88,HABC(HABEAS CORPUS WRIT PETITION),HABC,HABEAS CORPUS WRIT PETITION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,70,IAPL(INCOME TAX APPEAL)-70,IAPL(INCOME TAX APPEAL),IAPL,INCOME TAX APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,71,IAPLD(INCOME TAX APPEAL DEFECTIVE)-71,IAPLD(INCOME TAX APPEAL DEFECTIVE),IAPLD,INCOME TAX APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,10,ITAP(INCOME TAX APPLICATION)-10,ITAP(INCOME TAX APPLICATION),ITAP,INCOME TAX APPLICATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,39,ITAPD(INCOME TAX APPLICATION DEFECTIVE)-39,ITAPD(INCOME TAX APPLICATION DEFECTIVE),ITAPD,INCOME TAX APPLICATION DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,7,ITRE(INCOME TAX REFERENCE)-7,ITRE(INCOME TAX REFERENCE),ITRE,INCOME TAX REFERENCE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,62,ITRED(INCOME TAX REFERENCE DEFECTIVE)-62,ITRED(INCOME TAX REFERENCE DEFECTIVE),ITRED,INCOME TAX REFERENCE DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,85,JAPL(JAIL APPEAL)-85,JAPL(JAIL APPEAL),JAPL,JAIL APPEAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,86,JAPLD(JAIL APPEAL DEFECTIVE)-86,JAPLD(JAIL APPEAL DEFECTIVE),JAPLD,JAIL APPEAL DEFECTIVE
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,49,MCOA(MISC. COMPANY APPLICATION)-49,MCOA(MISC. COMPANY APPLICATION),MCOA,MISC. COMPANY APPLICATION
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,54,MTAL(MATRIMONIAL)-54,MTAL(MATRIMONIAL),MTAL,MATRIMONIAL
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,145,NA379(Criminal Misc. Application U/s 379 BNSS)-145,NA379(Criminal Misc. Application U/s 379 BNSS),NA379,Criminal Misc. Application U/s 379 BNSS
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,146,NA413(Criminal Misc. Application U/s 413 BNSS)-146,NA413(Criminal Misc. Application U/s 413 BNSS),NA413,Criminal Misc. Application U/s 413 BNSS
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,147,NA413D(Criminal Misc. Application U/s 413 BNSS)-147,NA413D(Criminal Misc. Application U/s 413 BNSS),NA413D,Criminal Misc. Application U/s 413 BNSS
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,148,NA419(Criminal Misc. Application U/s 419 BNSS)-148,NA419(Criminal Misc. Application U/s 419 BNSS),NA419,Criminal Misc. Application U/s 419 BNSS
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,149,NA419D(Criminal Misc. Application U/s 419 BNSS)-149,NA419D(Criminal Misc. Application U/s 419 BNSS),NA419D,Criminal Misc. Application U/s 419 BNSS
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,150,NA430(Criminal Misc. Application U/s 430(2) BNSS)-150,NA430(Criminal Misc. Application U/s 430(2) BNSS),NA430,Criminal Misc. Application U/s 430(2) BNSS
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,138,NA528(Application u/s 528 BNSS)-138,NA528(Application u/s 528 BNSS),NA528,Application u/s 528 BNSS
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,139,NA529(Application u/s 529 BNSS)-139,NA529(Application u/s 529 BNSS),NA529,Application u/s 529 BNSS
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,144,NABAIL(Criminal Misc. Anticipatory Bail Application U/s 482 BNSS)-144,NABAIL(Criminal Misc. Anticipatory Bail Application U/s 482 BNSS),NABAIL,Criminal Misc. Anticipatory Bail Application U/s 482 BNSS
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,140,NC413(Criminal Appeal U/s 413 BNSS)-140,NC413(Criminal Appeal U/s 413 BNSS),NC413,Criminal Appeal U/s 413 BNSS
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,141,NC413D(Criminal Appeal U/s 413 BNSS)-141,NC413D(Criminal Appeal U/s 413 BNSS),NC413D,Criminal Appeal U/s 413 BNSS
9~13,9_13,Allahabad High Court,13,Allahabad High Court,1,Allahabad High Court,142,NC419(Criminal Appeal U/s 419 BNSS)-142,NC419(Criminal Appeal U/s 419 BNSS),NC419,Criminal Appeal U/s 419 BNSS
