repo_court_code,s3_court_code,repo_court_name,portal_high_court_code,portal_high_court_name,portal_bench_code,portal_bench_name,case_type_option_value,case_type_option_raw,case_type_option_label,title_prefix_candidate,case_type_description_candidate
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,2,LPA(LETTERS PATENT APPEAL)-2,LPA(LETTERS PATENT APPEAL),LPA,LETTERS PATENT APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,21,MA(MANDAMUS APPEAL)-21,MA(MANDAMUS APPEAL),MA,MANDAMUS APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,25,MAT(TENDER OF MAND APPL)-25,MAT(TENDER OF MAND APPL),MAT,TENDER OF MAND APPL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,20,RVW(REVIEW)-20,RVW(REVIEW),RVW,REVIEW
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,10,SA(CIVIL SECOND APPEAL)-10,SA(CIVIL SECOND APPEAL),SA,CIVIL SECOND APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,7,SAT(TNDER SECOND APPEAL)-7,SAT(TNDER SECOND APPEAL),SAT,TNDER SECOND APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,29,SMA(SECOND MISC APPEAL)-29,SMA(SECOND MISC APPEAL),SMA,SECOND MISC APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,28,SMAT(SEC.MISC.APPEAL TEND)-28,SMAT(SEC.MISC.APPEAL TEND),SMAT,SEC.MISC.APPEAL TEND
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,48,SPL. CASE(SPECIAL CASE)-48,SPL. CASE(SPECIAL CASE),SPL. CASE,SPECIAL CASE
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,4,SRC(SPECIAL REFERENCE CASE(C))-4,SRC(SPECIAL REFERENCE CASE(C)),SRC,SPECIAL REFERENCE CASE(C)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,5,SRCR(SPECIAL REFERENCE CASE(CR))-5,SRCR(SPECIAL REFERENCE CASE(CR)),SRCR,SPECIAL REFERENCE CASE(CR)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,37,WCGAT(CUSTOMS/EXC/GOLD226)-37,WCGAT(CUSTOMS/EXC/GOLD226),WCGAT,CUSTOMS/EXC/GOLD226
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,12,WPA(WRIT PETITION)-12,WPA(WRIT PETITION),WPA,WRIT PETITION
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,49,WPA(H)(WRIT (HABEAS CORPUS))-49,WPA(H)(WRIT (HABEAS CORPUS)),WPA(H),WRIT (HABEAS CORPUS)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,50,WPA(P)(WRIT (PIL MATTER))-50,WPA(P)(WRIT (PIL MATTER)),WPA(P),WRIT (PIL MATTER)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,44,WPCR(WRIT PETITION(CIVIL RULE))-44,WPCR(WRIT PETITION(CIVIL RULE)),WPCR,WRIT PETITION(CIVIL RULE)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,43,WPCRC(WP CIVIL RULE CONT.)-43,WPCRC(WP CIVIL RULE CONT.),WPCRC,WP CIVIL RULE CONT.
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,31,WP.CT(WP(CENTRAL ADMIN TRIBUNAL))-31,WP.CT(WP(CENTRAL ADMIN TRIBUNAL)),WP.CT,WP(CENTRAL ADMIN TRIBUNAL)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,47,WPDRT(DEBT APPL. TRIBUNAL)-47,WPDRT(DEBT APPL. TRIBUNAL),WPDRT,DEBT APPL. TRIBUNAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,39,WPLRT(WB LAND RE ANDTEN.226)-39,WPLRT(WB LAND RE ANDTEN.226),WPLRT,WB LAND RE ANDTEN.226
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,32,WP.ST(WP(STATE ADMIN TRIBUNAL))-32,WP.ST(WP(STATE ADMIN TRIBUNAL)),WP.ST,WP(STATE ADMIN TRIBUNAL)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,33,WP.TT(WP(WB TAX TRIBUNAL))-33,WP.TT(WP(WB TAX TRIBUNAL)),WP.TT,WP(WB TAX TRIBUNAL)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,2,Circuit Bench At Jalpaiguri,45,WP.WT(WAKF TRIBUNAL (227))-45,WP.WT(WAKF TRIBUNAL (227)),WP.WT,WAKF TRIBUNAL (227)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,50,AP(ARBITRATION PETITION)-50,AP(ARBITRATION PETITION),AP,ARBITRATION PETITION
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,41,AST(TEMPORARY NUMBER)-41,AST(TEMPORARY NUMBER),AST,TEMPORARY NUMBER
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,38,CCGAT(CUSTOMS/EXC/GOLD227)-38,CCGAT(CUSTOMS/EXC/GOLD227),CCGAT,CUSTOMS/EXC/GOLD227
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,15,CO(CIVIL ORDER/MISC.CAS)-15,CO(CIVIL ORDER/MISC.CAS),CO,CIVIL ORDER/MISC.CAS
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,34,CO.CT(CO(CENTRAL ADMIN TRI)-34,CO.CT(CO(CENTRAL ADMIN TRI),CO.CT(CO,CENTRAL ADMIN TRI
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,40,COLRT(WB LAND REF AND TEN.227)-40,COLRT(WB LAND REF AND TEN.227),COLRT,WB LAND REF AND TEN.227
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,35,CO.ST(CO(STATE ADMIN TRIBN)-35,CO.ST(CO(STATE ADMIN TRIBN),CO.ST(CO,STATE ADMIN TRIBN
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,27,COT(CROSS OBJECTION APPE)-27,COT(CROSS OBJECTION APPE),COT,CROSS OBJECTION APPE
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,36,CO.TT(CO(W.B. TAX TRIBUNAL)-36,CO.TT(CO(W.B. TAX TRIBUNAL),CO.TT(CO,W.B. TAX TRIBUNAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,13,CPAN(CONTEMPT APPLICATION)-13,CPAN(CONTEMPT APPLICATION),CPAN,CONTEMPT APPLICATION
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,14,CR(CIVIL REVISION)-14,CR(CIVIL REVISION),CR,CIVIL REVISION
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,11,CRA(CRIMINAL APPEAL)-11,CRA(CRIMINAL APPEAL),CRA,CRIMINAL APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,64,CRA(DB)(CRIMINAL APPEALS EXCEEDING 7 YEARS)-64,CRA(DB)(CRIMINAL APPEALS EXCEEDING 7 YEARS),CRA(DB),CRIMINAL APPEALS EXCEEDING 7 YEARS
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,51,CRAN(CRIMINAL APPLICATION)-51,CRAN(CRIMINAL APPLICATION),CRAN,CRIMINAL APPLICATION
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,63,CRA(SB)(CRIMINAL APPEAL ARISING OUT OF THE SENTENCE UPTO 7 YEARS)-63,CRA(SB)(CRIMINAL APPEAL ARISING OUT OF THE SENTENCE UPTO 7 YEARS),CRA(SB),CRIMINAL APPEAL ARISING OUT OF THE SENTENCE UPTO 7 YEARS
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,42,CRC(CIVIL REVISION CONTEMPT)-42,CRC(CIVIL REVISION CONTEMPT),CRC,CIVIL REVISION CONTEMPT
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,46,CRLCP(CRIMINAL(CONTEMPT))-46,CRLCP(CRIMINAL(CONTEMPT)),CRLCP,CRIMINAL(CONTEMPT)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,17,CRM(CRIMINAL MISC. CASE(BAIL APPLICATION))-17,CRM(CRIMINAL MISC. CASE(BAIL APPLICATION)),CRM,CRIMINAL MISC. CASE(BAIL APPLICATION)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,52,CRM(A)(ANTICIPATORY BAIL UNDER SECTION 438 Cr.PC)-52,CRM(A)(ANTICIPATORY BAIL UNDER SECTION 438 Cr.PC),CRM(A),ANTICIPATORY BAIL UNDER SECTION 438 Cr.PC
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,54,CRM(DB)(BAIL APPLICATIONS MAY EXCEED IMPRISONMENT FOR 07 YEARS)-54,CRM(DB)(BAIL APPLICATIONS MAY EXCEED IMPRISONMENT FOR 07 YEARS),CRM(DB),BAIL APPLICATIONS MAY EXCEED IMPRISONMENT FOR 07 YEARS
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,58,CRM(FEMA)(BAIL APPLICATIONS TO FOREIGN EXCHANGE MANAGEMENT ACT)-58,CRM(FEMA)(BAIL APPLICATIONS TO FOREIGN EXCHANGE MANAGEMENT ACT),CRM(FEMA),BAIL APPLICATIONS TO FOREIGN EXCHANGE MANAGEMENT ACT
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,57,CRM(FERA)(BAIL APPLICATIONS TO FOREIGN EXCHANGE REGULATIONS ACT)-57,CRM(FERA)(BAIL APPLICATIONS TO FOREIGN EXCHANGE REGULATIONS ACT),CRM(FERA),BAIL APPLICATIONS TO FOREIGN EXCHANGE REGULATIONS ACT
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,65,CRM(M)(CRIMINAL MISC. CASE (BAIL APPLICATION MORE THAN 7 YEARS))-65,CRM(M)(CRIMINAL MISC. CASE (BAIL APPLICATION MORE THAN 7 YEARS)),CRM(M),CRIMINAL MISC. CASE (BAIL APPLICATION MORE THAN 7 YEARS)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,56,CRM(NDPS)(BAIL APPLICATIONS IN NARCOTICS DRUGS AND PSYCHOTROPIC SUBSTANCES ACT)-56,CRM(NDPS)(BAIL APPLICATIONS IN NARCOTICS DRUGS AND PSYCHOTROPIC SUBSTANCES ACT),CRM(NDPS),BAIL APPLICATIONS IN NARCOTICS DRUGS AND PSYCHOTROPIC SUBSTANCES ACT
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,66,CRM(R)(CRIMINAL MISC. CASE (RESIDUARY))-66,CRM(R)(CRIMINAL MISC. CASE (RESIDUARY)),CRM(R),CRIMINAL MISC. CASE (RESIDUARY)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,53,CRM(SB)(BAIL APPLICATION DOES NOT EXCEED IMPRISONMENT FOR 07 YEARS)-53,CRM(SB)(BAIL APPLICATION DOES NOT EXCEED IMPRISONMENT FOR 07 YEARS),CRM(SB),BAIL APPLICATION DOES NOT EXCEED IMPRISONMENT FOR 07 YEARS
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,3,CRMSPL(CRIMINAL MISC. CASE(SPL. LEAVE PETITION))-3,CRMSPL(CRIMINAL MISC. CASE(SPL. LEAVE PETITION)),CRMSPL,CRIMINAL MISC. CASE(SPL. LEAVE PETITION)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,55,CRM(TADA)(BAIL APPLICATIONS FOR TERRORIST AND DISRUPTIVE ACTIVITIES ACT)-55,CRM(TADA)(BAIL APPLICATIONS FOR TERRORIST AND DISRUPTIVE ACTIVITIES ACT),CRM(TADA),BAIL APPLICATIONS FOR TERRORIST AND DISRUPTIVE ACTIVITIES ACT
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,16,CRR(CRIMINAL REVISION)-16,CRR(CRIMINAL REVISION),CRR,CRIMINAL REVISION
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,18,DR(DEATH REFERENCE)-18,DR(DEATH REFERENCE),DR,DEATH REFERENCE
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,1,"DVW(PROTECTION OF WOMEN AGAINST DOMESTIC VIOLENCE ACT, 2005)-1","DVW(PROTECTION OF WOMEN AGAINST DOMESTIC VIOLENCE ACT, 2005)",DVW,"PROTECTION OF WOMEN AGAINST DOMESTIC VIOLENCE ACT, 2005"
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,9,FA(CIVIL FIRST APPEAL)-9,FA(CIVIL FIRST APPEAL),FA,CIVIL FIRST APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,6,FAT(TENDER FIRST APPEAL)-6,FAT(TENDER FIRST APPEAL),FAT,TENDER FIRST APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,30,FCA(FAMILY COURT APPEAL)-30,FCA(FAMILY COURT APPEAL),FCA,FAMILY COURT APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,19,FMA(CIVIL APPEAL FROM ORDER)-19,FMA(CIVIL APPEAL FROM ORDER),FMA,CIVIL APPEAL FROM ORDER
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,8,FMAT(ADMISSION OF CIVIL APPEAL FROM ORDER)-8,FMAT(ADMISSION OF CIVIL APPEAL FROM ORDER),FMAT,ADMISSION OF CIVIL APPEAL FROM ORDER
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,62,FMAT(ARBAWARD)(APPEALS UNDER SECTION 37(1)(C) SETTING ASIDE UNDER SECTION 34 ARBITRATION AND CONCILATION)-62,FMAT(ARBAWARD)(APPEALS UNDER SECTION 37(1)(C) SETTING ASIDE UNDER SECTION 34 ARBITRATION AND CONCILATION),FMAT(ARBAWARD),APPEALS UNDER SECTION 37(1)(C) SETTING ASIDE UNDER SECTION 34 ARBITRATION AND CONCILATION
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,60,"FMAT(IR)(APPEAL UNDER INDIAN RAILWAYS ACT, 1890)-60","FMAT(IR)(APPEAL UNDER INDIAN RAILWAYS ACT, 1890)",FMAT(IR),"APPEAL UNDER INDIAN RAILWAYS ACT, 1890"
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,61,"FMAT(MV)(APPEAL UNDER MOTOR VEHICLE ACT, 1988)-61","FMAT(MV)(APPEAL UNDER MOTOR VEHICLE ACT, 1988)",FMAT(MV),"APPEAL UNDER MOTOR VEHICLE ACT, 1988"
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,59,FMAT(WC)(APPEAL UNDER WORKMENS COMPENSATION ACT)-59,FMAT(WC)(APPEAL UNDER WORKMENS COMPENSATION ACT),FMAT(WC),APPEAL UNDER WORKMENS COMPENSATION ACT
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,26,GA(GOVT. APPEAL)-26,GA(GOVT. APPEAL),GA,GOVT. APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,22,IRD(TEMP D)-22,IRD(TEMP D),IRD,TEMP D
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,23,IRE(TEMP E)-23,IRE(TEMP E),IRE,TEMP E
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,24,IRH(TEMP H)-24,IRH(TEMP H),IRH,TEMP H
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,2,LPA(LETTERS PATENT APPEAL)-2,LPA(LETTERS PATENT APPEAL),LPA,LETTERS PATENT APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,21,MA(MANDAMUS APPEAL)-21,MA(MANDAMUS APPEAL),MA,MANDAMUS APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,25,MAT(TENDER OF MAND APPL)-25,MAT(TENDER OF MAND APPL),MAT,TENDER OF MAND APPL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,20,RVW(REVIEW)-20,RVW(REVIEW),RVW,REVIEW
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,10,SA(CIVIL SECOND APPEAL)-10,SA(CIVIL SECOND APPEAL),SA,CIVIL SECOND APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,7,SAT(TENDER SECOND APPEAL)-7,SAT(TENDER SECOND APPEAL),SAT,TENDER SECOND APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,29,SMA(SECOND MISCELLANEOUS APPEAL)-29,SMA(SECOND MISCELLANEOUS APPEAL),SMA,SECOND MISCELLANEOUS APPEAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,28,SMAT(SECOND MISCELLANEOUS APPEAL TENDER)-28,SMAT(SECOND MISCELLANEOUS APPEAL TENDER),SMAT,SECOND MISCELLANEOUS APPEAL TENDER
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,4,SRC(SPECIAL REFERENCE CASE(C))-4,SRC(SPECIAL REFERENCE CASE(C)),SRC,SPECIAL REFERENCE CASE(C)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,5,SRCR(SPECIAL REFERENCE CASE(CR))-5,SRCR(SPECIAL REFERENCE CASE(CR)),SRCR,SPECIAL REFERENCE CASE(CR)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,37,WCGAT(CUSTOMS/EXC/GOLD226)-37,WCGAT(CUSTOMS/EXC/GOLD226),WCGAT,CUSTOMS/EXC/GOLD226
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,12,WPA(WRIT PETITION)-12,WPA(WRIT PETITION),WPA,WRIT PETITION
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,49,WPA(H)(WRIT (HABEAS CORPUS))-49,WPA(H)(WRIT (HABEAS CORPUS)),WPA(H),WRIT (HABEAS CORPUS)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,48,WPA(P)(WRIT (PIL MATTER))-48,WPA(P)(WRIT (PIL MATTER)),WPA(P),WRIT (PIL MATTER)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,44,WPCR(WRIT PETITION(CIVIL RULE))-44,WPCR(WRIT PETITION(CIVIL RULE)),WPCR,WRIT PETITION(CIVIL RULE)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,43,WPCRC(WP CIVIL RULE CONT.)-43,WPCRC(WP CIVIL RULE CONT.),WPCRC,WP CIVIL RULE CONT.
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,31,WP.CT(WP(CENTRAL ADMIN TRIBUNAL))-31,WP.CT(WP(CENTRAL ADMIN TRIBUNAL)),WP.CT,WP(CENTRAL ADMIN TRIBUNAL)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,47,WPDRT(DEBT APPELLATE TRIBUNAL)-47,WPDRT(DEBT APPELLATE TRIBUNAL),WPDRT,DEBT APPELLATE TRIBUNAL
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,39,WPLRT(WB LAND REF AND TEN.226)-39,WPLRT(WB LAND REF AND TEN.226),WPLRT,WB LAND REF AND TEN.226
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,32,WP.ST(WP(STATE ADMIN TRIBUNAL))-32,WP.ST(WP(STATE ADMIN TRIBUNAL)),WP.ST,WP(STATE ADMIN TRIBUNAL)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,33,WP.TT(WP(WB TAX TRIBUNAL))-33,WP.TT(WP(WB TAX TRIBUNAL)),WP.TT,WP(WB TAX TRIBUNAL)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,4,Circuit Bench At Port Blair,45,WP.WT(WAKF TRIBUNAL (227))-45,WP.WT(WAKF TRIBUNAL (227)),WP.WT,WAKF TRIBUNAL (227)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,1,AA(ARBRITATION APPL.)-1,AA(ARBRITATION APPL.),AA,ARBRITATION APPL.
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,2,ABWA(APPL.UND.BENGAL WAKFS ACT)-2,ABWA(APPL.UND.BENGAL WAKFS ACT),ABWA,APPL.UND.BENGAL WAKFS ACT
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,3,AC(AWARD CASES)-3,AC(AWARD CASES),AC,AWARD CASES
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,4,"ACA(APPL.UNDER CHARTERED ACCOUNTANTS ACT, 1949)-4","ACA(APPL.UNDER CHARTERED ACCOUNTANTS ACT, 1949)",ACA,"APPL.UNDER CHARTERED ACCOUNTANTS ACT, 1949"
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,5,ACO(PET. IN COMP. APPL.)-5,ACO(PET. IN COMP. APPL.),ACO,PET. IN COMP. APPL.
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,6,ACR(APPL.UND.CHARITABLE AND RELIGIOUS TRUST ACT)-6,ACR(APPL.UND.CHARITABLE AND RELIGIOUS TRUST ACT),ACR,APPL.UND.CHARITABLE AND RELIGIOUS TRUST ACT
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,7,ACRP(APPL.UND.SEC.151 OF THE CR.P.C.)-7,ACRP(APPL.UND.SEC.151 OF THE CR.P.C.),ACRP,APPL.UND.SEC.151 OF THE CR.P.C.
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,8,"ACWA(APPL.UND.SEC 21 COST AND WORKS ACCOUNTACTS ACT, 1959)-8","ACWA(APPL.UND.SEC 21 COST AND WORKS ACCOUNTACTS ACT, 1959)",ACWA,"APPL.UND.SEC 21 COST AND WORKS ACCOUNTACTS ACT, 1959"
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,134,AD-COM(APPEAL FROM DECREES (COMMERCIAL))-134,AD-COM(APPEAL FROM DECREES (COMMERCIAL)),AD-COM,APPEAL FROM DECREES (COMMERCIAL)
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,9,"AED(APPL. U/S. 64 OF ESTATE DUTY ACT, 1953)-9","AED(APPL. U/S. 64 OF ESTATE DUTY ACT, 1953)",AED,"APPL. U/S. 64 OF ESTATE DUTY ACT, 1953"
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,10,"AET(APPL. U/S 25 OF EXPENDITURE TAX ACT, 1957)-10","AET(APPL. U/S 25 OF EXPENDITURE TAX ACT, 1957)",AET,"APPL. U/S 25 OF EXPENDITURE TAX ACT, 1957"
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,11,AFP(APPL.FOR LEAVE TO SUE AS AN INDIGENT PERSON)-11,AFP(APPL.FOR LEAVE TO SUE AS AN INDIGENT PERSON),AFP,APPL.FOR LEAVE TO SUE AS AN INDIGENT PERSON
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,12,AGA(APPL.UND.SEC.25 OF ADMINISTRATOR GENERALS ACT)-12,AGA(APPL.UND.SEC.25 OF ADMINISTRATOR GENERALS ACT),AGA,APPL.UND.SEC.25 OF ADMINISTRATOR GENERALS ACT
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,13,AGL(APPL.FOR APPOINTMENT OF GUARDIAN-AD-LITEM)-13,AGL(APPL.FOR APPOINTMENT OF GUARDIAN-AD-LITEM),AGL,APPL.FOR APPOINTMENT OF GUARDIAN-AD-LITEM
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,14,"AGT(APPL. U/S 26 GIFT TAX ACT, 1958)-14","AGT(APPL. U/S 26 GIFT TAX ACT, 1958)",AGT,"APPL. U/S 26 GIFT TAX ACT, 1958"
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,15,AGWA(APPL.UND.GUARDIANS  AND WARDS ACT)-15,AGWA(APPL.UND.GUARDIANS  AND WARDS ACT),AGWA,APPL.UND.GUARDIANS  AND WARDS ACT
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,16,AHC(HABEAS CORPUS)-16,AHC(HABEAS CORPUS),AHC,HABEAS CORPUS
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,17,"AID(APPL. UNDER PATENTS AND DESIGNS ACT, 1970)-17","AID(APPL. UNDER PATENTS AND DESIGNS ACT, 1970)",AID,"APPL. UNDER PATENTS AND DESIGNS ACT, 1970"
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,18,AIDR(APPL.UND.INDUSTRIAL DEVELOPMENT REGULATION ACT)-18,AIDR(APPL.UND.INDUSTRIAL DEVELOPMENT REGULATION ACT),AIDR,APPL.UND.INDUSTRIAL DEVELOPMENT REGULATION ACT
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,19,AIFC(APPL.UND.INDUSTRIAL FINANCE CORP. ACT)-19,AIFC(APPL.UND.INDUSTRIAL FINANCE CORP. ACT),AIFC,APPL.UND.INDUSTRIAL FINANCE CORP. ACT
19~16,19_16,Calcutta High Court,16,Calcutta High Court,1,Original Side,20,AIRB(APPN.RECON.BANK OF I)-20,AIRB(APPN.RECON.BANK OF I),AIRB,APPN.RECON.BANK OF I
