court,court_name,year,portal_total,raw_json,raw_pdf,metadata_index,data_index,parquet_rows,portal_minus_raw_json,portal_minus_raw_pdf,portal_minus_data_index,portal_minus_parquet,raw_json_minus_parquet,raw_pdf_minus_data_index,first_page_rows,session_expire_events,api_error_events,chunk_errors,error
1_12,High Court of Jammu and Kashmir,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
1_12,High Court of Jammu and Kashmir,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
1_12,High Court of Jammu and Kashmir,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
1_12,High Court of Jammu and Kashmir,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
1_12,High Court of Jammu and Kashmir,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1987,1,0,0,0,0,0,1,1,1,1,0,0,1,3,0,0,
1_12,High Court of Jammu and Kashmir,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
1_12,High Court of Jammu and Kashmir,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
1_12,High Court of Jammu and Kashmir,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
1_12,High Court of Jammu and Kashmir,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
1_12,High Court of Jammu and Kashmir,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1_12,High Court of Jammu and Kashmir,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
1_12,High Court of Jammu and Kashmir,1999,1,1,1,1,1,1,0,0,0,0,0,0,1,3,0,0,
1_12,High Court of Jammu and Kashmir,2000,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,
1_12,High Court of Jammu and Kashmir,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
1_12,High Court of Jammu and Kashmir,2002,5,5,5,5,5,5,0,0,0,0,0,0,5,2,0,0,
1_12,High Court of Jammu and Kashmir,2003,4,4,4,4,4,4,0,0,0,0,0,0,4,3,0,0,
1_12,High Court of Jammu and Kashmir,2004,5,5,5,5,5,5,0,0,0,0,0,0,5,1,0,0,
1_12,High Court of Jammu and Kashmir,2005,44,44,44,44,44,44,0,0,0,0,0,0,44,2,0,0,
1_12,High Court of Jammu and Kashmir,2006,11,11,11,11,11,11,0,0,0,0,0,0,11,1,0,0,
1_12,High Court of Jammu and Kashmir,2007,46,46,46,46,46,46,0,0,0,0,0,0,46,2,0,0,
1_12,High Court of Jammu and Kashmir,2008,95,95,95,95,95,95,0,0,0,0,0,0,95,3,0,0,
1_12,High Court of Jammu and Kashmir,2009,117,117,117,117,117,117,0,0,0,0,0,0,117,2,0,0,
1_12,High Court of Jammu and Kashmir,2010,142,144,144,144,144,144,-2,-2,-2,-2,0,0,142,2,0,0,
1_12,High Court of Jammu and Kashmir,2011,131,133,133,133,133,133,-2,-2,-2,-2,0,0,131,2,0,0,
1_12,High Court of Jammu and Kashmir,2012,237,236,236,236,236,236,1,1,1,1,0,0,237,1,0,0,
1_12,High Court of Jammu and Kashmir,2013,234,234,231,234,231,234,0,3,3,0,0,0,234,2,0,0,
1_12,High Court of Jammu and Kashmir,2014,206,204,202,204,202,204,2,4,4,2,0,0,206,3,0,0,
1_12,High Court of Jammu and Kashmir,2015,282,278,275,278,275,278,4,7,7,4,0,0,282,1,0,0,
1_12,High Court of Jammu and Kashmir,2016,348,342,334,342,334,342,6,14,14,6,0,0,348,1,0,0,
1_12,High Court of Jammu and Kashmir,2017,3032,3032,3032,3032,3032,3032,0,0,0,0,0,0,1000,1,0,0,
1_12,High Court of Jammu and Kashmir,2018,2816,2806,2806,2806,2806,2806,10,10,10,10,0,0,1000,1,0,0,
1_12,High Court of Jammu and Kashmir,2019,8179,8100,8099,8100,8099,8100,79,80,80,79,0,0,1000,1,0,0,
1_12,High Court of Jammu and Kashmir,2020,18854,18812,18812,18812,18812,18812,42,42,42,42,0,0,1000,3,0,0,
1_12,High Court of Jammu and Kashmir,2021,21253,21160,21160,21160,21160,21160,93,93,93,93,0,0,1000,2,0,0,
1_12,High Court of Jammu and Kashmir,2022,14604,14450,14450,14450,14450,14450,154,154,154,154,0,0,1000,3,0,0,
1_12,High Court of Jammu and Kashmir,2023,12892,12718,12718,12718,12718,12718,174,174,174,174,0,0,1000,2,0,0,
1_12,High Court of Jammu and Kashmir,2024,10882,10895,10895,10894,10895,10894,-13,-13,-13,-12,1,0,1000,2,0,0,
1_12,High Court of Jammu and Kashmir,2025,13385,13893,13893,13775,13893,13775,-508,-508,-508,-390,118,0,1000,1,0,0,
1_12,High Court of Jammu and Kashmir,2026,3622,3402,3402,3402,3402,3402,220,220,220,220,0,0,1000,1,0,0,
20_7,High Court of Jharkhand,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
20_7,High Court of Jharkhand,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
20_7,High Court of Jharkhand,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
20_7,High Court of Jharkhand,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
20_7,High Court of Jharkhand,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
20_7,High Court of Jharkhand,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
20_7,High Court of Jharkhand,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
20_7,High Court of Jharkhand,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
20_7,High Court of Jharkhand,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1989,2,2,2,2,2,2,0,0,0,0,0,0,2,1,0,0,
20_7,High Court of Jharkhand,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
20_7,High Court of Jharkhand,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1992,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,
20_7,High Court of Jharkhand,1993,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,
20_7,High Court of Jharkhand,1994,3,3,3,3,3,3,0,0,0,0,0,0,3,3,0,0,
20_7,High Court of Jharkhand,1995,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,
20_7,High Court of Jharkhand,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
20_7,High Court of Jharkhand,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20_7,High Court of Jharkhand,1998,4,4,4,4,4,4,0,0,0,0,0,0,4,3,0,0,
20_7,High Court of Jharkhand,1999,5,5,5,5,5,5,0,0,0,0,0,0,5,3,0,0,
20_7,High Court of Jharkhand,2000,10,10,10,10,10,10,0,0,0,0,0,0,10,1,0,0,
20_7,High Court of Jharkhand,2001,4,4,4,4,4,4,0,0,0,0,0,0,4,2,0,0,
20_7,High Court of Jharkhand,2002,5,5,5,5,5,5,0,0,0,0,0,0,5,1,0,0,
20_7,High Court of Jharkhand,2003,7,7,7,7,7,7,0,0,0,0,0,0,7,1,0,0,
20_7,High Court of Jharkhand,2004,15,15,15,15,15,15,0,0,0,0,0,0,15,1,0,0,
20_7,High Court of Jharkhand,2005,18,18,18,18,18,18,0,0,0,0,0,0,18,1,0,0,
20_7,High Court of Jharkhand,2006,11,11,11,11,11,11,0,0,0,0,0,0,11,1,0,0,
20_7,High Court of Jharkhand,2007,18,18,18,18,18,18,0,0,0,0,0,0,18,1,0,0,
20_7,High Court of Jharkhand,2008,18,18,18,18,18,18,0,0,0,0,0,0,18,2,0,0,
20_7,High Court of Jharkhand,2009,12,13,13,13,13,13,-1,-1,-1,-1,0,0,12,2,0,0,
20_7,High Court of Jharkhand,2010,57,57,57,57,57,57,0,0,0,0,0,0,57,3,0,0,
20_7,High Court of Jharkhand,2011,67,67,67,67,67,67,0,0,0,0,0,0,67,2,0,0,
20_7,High Court of Jharkhand,2012,6030,6016,6014,6016,6014,6016,14,16,16,14,0,0,1000,3,0,0,
20_7,High Court of Jharkhand,2013,13761,13758,13758,13758,13758,13758,3,3,3,3,0,0,1000,1,0,0,
20_7,High Court of Jharkhand,2014,19392,19388,19388,19388,19388,19388,4,4,4,4,0,0,1000,1,0,0,
20_7,High Court of Jharkhand,2015,27206,27200,27200,27200,27200,27200,6,6,6,6,0,0,1000,2,0,0,
20_7,High Court of Jharkhand,2016,25062,25060,25060,25060,25060,25060,2,2,2,2,0,0,1000,3,0,0,
20_7,High Court of Jharkhand,2017,28323,28319,28319,28319,28319,28319,4,4,4,4,0,0,1000,2,0,0,
20_7,High Court of Jharkhand,2018,31325,31325,31325,31325,31325,31325,0,0,0,0,0,0,1000,2,0,0,
20_7,High Court of Jharkhand,2019,40943,40951,40951,40951,40951,40951,-8,-8,-8,-8,0,0,1000,1,0,0,
20_7,High Court of Jharkhand,2020,27498,27496,27496,27496,27496,27496,2,2,2,2,0,0,1000,1,0,0,
20_7,High Court of Jharkhand,2021,39656,39649,39649,39649,39649,39649,7,7,7,7,0,0,1000,1,0,0,
20_7,High Court of Jharkhand,2022,44399,44410,44409,44410,44409,44410,-11,-10,-10,-11,0,0,1000,1,0,0,
20_7,High Court of Jharkhand,2023,45996,46010,46010,46010,46010,46010,-14,-14,-14,-14,0,0,1000,1,0,0,
20_7,High Court of Jharkhand,2024,46394,46523,46521,46523,46521,46523,-129,-127,-127,-129,0,0,1000,1,0,0,
20_7,High Court of Jharkhand,2025,41432,40748,40748,40734,40748,40734,684,684,684,698,14,0,1000,1,0,0,
20_7,High Court of Jharkhand,2026,14937,11877,11877,11877,11877,11877,3060,3060,3060,3060,0,0,1000,2,0,0,
21_11,High Court of Orissa,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
21_11,High Court of Orissa,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
21_11,High Court of Orissa,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
21_11,High Court of Orissa,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
21_11,High Court of Orissa,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
21_11,High Court of Orissa,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
21_11,High Court of Orissa,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
21_11,High Court of Orissa,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
21_11,High Court of Orissa,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
21_11,High Court of Orissa,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
21_11,High Court of Orissa,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1970,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,
21_11,High Court of Orissa,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1974,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,
21_11,High Court of Orissa,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1976,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,
21_11,High Court of Orissa,1977,1,0,0,0,0,0,1,1,1,1,0,0,1,3,0,0,
21_11,High Court of Orissa,1978,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,
21_11,High Court of Orissa,1979,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,
21_11,High Court of Orissa,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
21_11,High Court of Orissa,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
21_11,High Court of Orissa,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
21_11,High Court of Orissa,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
21_11,High Court of Orissa,1990,2,1,1,1,1,1,1,1,1,1,0,0,2,3,0,0,
21_11,High Court of Orissa,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21_11,High Court of Orissa,1992,4,4,4,4,4,4,0,0,0,0,0,0,4,1,0,0,
21_11,High Court of Orissa,1993,6,5,5,5,5,5,1,1,1,1,0,0,6,1,0,0,
21_11,High Court of Orissa,1994,6,6,6,6,6,6,0,0,0,0,0,0,6,2,0,0,
21_11,High Court of Orissa,1995,19,19,19,19,19,19,0,0,0,0,0,0,19,3,0,0,
21_11,High Court of Orissa,1996,46,46,46,46,46,46,0,0,0,0,0,0,46,1,0,0,
21_11,High Court of Orissa,1997,38,38,38,38,38,38,0,0,0,0,0,0,38,1,0,0,
21_11,High Court of Orissa,1998,57,56,56,56,56,56,1,1,1,1,0,0,57,1,0,0,
21_11,High Court of Orissa,1999,75,74,74,74,74,74,1,1,1,1,0,0,75,1,0,0,
21_11,High Court of Orissa,2000,67,67,67,67,67,67,0,0,0,0,0,0,67,1,0,0,
21_11,High Court of Orissa,2001,62,61,61,61,61,61,1,1,1,1,0,0,62,1,0,0,
21_11,High Court of Orissa,2002,79,75,75,75,75,75,4,4,4,4,0,0,79,1,0,0,
21_11,High Court of Orissa,2003,88,87,87,87,87,87,1,1,1,1,0,0,88,1,0,0,
21_11,High Court of Orissa,2004,78,77,77,77,77,77,1,1,1,1,0,0,78,2,0,0,
21_11,High Court of Orissa,2005,128,128,128,128,128,128,0,0,0,0,0,0,128,3,0,0,
21_11,High Court of Orissa,2006,164,163,163,163,163,163,1,1,1,1,0,0,164,1,0,0,
21_11,High Court of Orissa,2007,139,140,140,140,140,140,-1,-1,-1,-1,0,0,139,1,0,0,
21_11,High Court of Orissa,2008,170,168,168,168,168,168,2,2,2,2,0,0,170,1,0,0,
21_11,High Court of Orissa,2009,305,304,304,304,304,304,1,1,1,1,0,0,305,2,0,0,
21_11,High Court of Orissa,2010,705,705,705,705,705,705,0,0,0,0,0,0,705,1,0,0,
21_11,High Court of Orissa,2011,731,727,727,727,727,727,4,4,4,4,0,0,731,1,0,0,
21_11,High Court of Orissa,2012,859,855,855,855,855,855,4,4,4,4,0,0,859,1,0,0,
21_11,High Court of Orissa,2013,3349,3351,3351,3351,3351,3351,-2,-2,-2,-2,0,0,1000,1,0,0,
21_11,High Court of Orissa,2014,2582,2576,2576,2576,2576,2576,6,6,6,6,0,0,1000,3,0,0,
21_11,High Court of Orissa,2015,24296,24289,24284,24289,24284,24289,7,12,12,7,0,0,1000,1,0,0,
21_11,High Court of Orissa,2016,52258,52246,52246,52246,52246,52246,12,12,12,12,0,0,1000,1,0,0,
21_11,High Court of Orissa,2017,39325,39323,39323,39323,39323,39323,2,2,2,2,0,0,1000,1,0,0,
21_11,High Court of Orissa,2018,30262,30249,30248,30249,30248,30249,13,14,14,13,0,0,1000,1,0,0,
21_11,High Court of Orissa,2019,59743,59712,59712,59712,59712,59712,31,31,31,31,0,0,1000,1,0,0,
21_11,High Court of Orissa,2020,50537,50510,50510,50510,50510,50510,27,27,27,27,0,0,1000,1,0,0,
21_11,High Court of Orissa,2021,93234,93187,93187,93187,93187,93187,47,47,47,47,0,0,1000,1,0,0,
21_11,High Court of Orissa,2022,116491,116446,116445,116446,116445,116446,45,46,46,45,0,0,1000,1,0,0,
21_11,High Court of Orissa,2023,111646,111641,111640,111641,111640,111641,5,6,6,5,0,0,1000,1,0,0,
21_11,High Court of Orissa,2024,89979,89973,89972,89973,89972,89973,6,7,7,6,0,0,1000,1,0,0,
21_11,High Court of Orissa,2025,79335,74539,74539,74344,74539,74344,4796,4796,4796,4991,195,0,1000,1,0,0,
21_11,High Court of Orissa,2026,28815,25230,24770,25230,24770,25230,3585,4045,4045,3585,0,0,1000,2,0,0,
22_18,High Court of Chhattisgarh,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
22_18,High Court of Chhattisgarh,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
22_18,High Court of Chhattisgarh,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
22_18,High Court of Chhattisgarh,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
22_18,High Court of Chhattisgarh,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
22_18,High Court of Chhattisgarh,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
22_18,High Court of Chhattisgarh,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
22_18,High Court of Chhattisgarh,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
22_18,High Court of Chhattisgarh,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
22_18,High Court of Chhattisgarh,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1963,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,
22_18,High Court of Chhattisgarh,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
22_18,High Court of Chhattisgarh,1970,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,
22_18,High Court of Chhattisgarh,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
22_18,High Court of Chhattisgarh,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
22_18,High Court of Chhattisgarh,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
22_18,High Court of Chhattisgarh,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
22_18,High Court of Chhattisgarh,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
22_18,High Court of Chhattisgarh,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
22_18,High Court of Chhattisgarh,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
